Wavelength / nm,Cyclohexane,p-Xylene,Toluene,Diisopropyl ether,Chloroform,Diethyl ether,Tetrahydrofuran
693,0.00791,0.01155,0.01199,0.01012,0.01069,0.01911,0.02896
693.5,0.00762,0.0111,0.01127,0.00957,0.01001,0.01869,0.02876
694,0.00723,0.01062,0.01076,0.00888,0.00917,0.01804,0.02879
694.5,0.00667,0.01017,0.01098,0.00823,0.00859,0.01723,0.02818
695,0.00641,0.00978,0.01076,0.00787,0.00775,0.01627,0.02801
695.5,0.00629,0.00968,0.01062,0.00787,0.00765,0.01535,0.02767
696,0.00615,0.00939,0.01073,0.00804,0.00775,0.01473,0.02651
696.5,0.00659,0.0091,0.01018,0.00813,0.0074,0.01453,0.02583
697,0.007,0.00914,0.0096,0.00833,0.00691,0.01465,0.02521
697.5,0.00735,0.00923,0.00913,0.0081,0.00617,0.01521,0.02436
698,0.00767,0.00914,0.00833,0.00778,0.00559,0.01538,0.02392
698.5,0.00735,0.00901,0.00779,0.00748,0.00488,0.01518,0.02354
699,0.00685,0.00865,0.00761,0.0068,0.00468,0.0147,0.02283
699.5,0.00673,0.00827,0.00747,0.00615,0.00497,0.01392,0.02187
700,0.00665,0.00772,0.00736,0.0056,0.00504,0.01268,0.02106
700.5,0.00665,0.00733,0.00747,0.00504,0.00523,0.01178,0.0202
701,0.00685,0.00714,0.00757,0.00485,0.00549,0.01136,0.01939
701.5,0.00685,0.00653,0.00739,0.00521,0.00523,0.01128,0.01908
702,0.00673,0.00611,0.00718,0.00547,0.00475,0.01156,0.01888
702.5,0.00682,0.00582,0.00678,0.00576,0.00446,0.01178,0.01843
703,0.00682,0.00528,0.00612,0.00586,0.00381,0.0117,0.01809
703.5,0.0065,0.00508,0.00558,0.0055,0.00317,0.01145,0.01758
704,0.00656,0.00528,0.00529,0.00501,0.0031,0.01131,0.0169
704.5,0.00665,0.00547,0.00486,0.00462,0.0032,0.01131,0.01649
705,0.00641,0.00569,0.00467,0.00472,0.00342,0.01136,0.01595
705.5,0.00641,0.00605,0.00464,0.00491,0.00355,0.01122,0.0156
706,0.0062,0.0063,0.00475,0.00511,0.00375,0.01089,0.01486
706.5,0.00582,0.00621,0.00515,0.00514,0.0032,0.00993,0.01434
707,0.00579,0.00595,0.00525,0.00485,0.00271,0.00909,0.01407
707.5,0.00609,0.00547,0.00525,0.00462,0.00233,0.00867,0.01387
708,0.00632,0.00489,0.00478,0.00426,0.00194,0.00875,0.01417
708.5,0.00656,0.00444,0.00424,0.00397,0.00213,0.00926,0.01397
709,0.00667,0.00415,0.00399,0.00381,0.00226,0.00982,0.01363
709.5,0.0062,0.00409,0.00413,0.00387,0.00216,0.01024,0.01325
710,0.00582,0.00425,0.00453,0.00416,0.00203,0.0103,0.01237
710.5,0.00565,0.00434,0.00478,0.00433,0.00155,0.00999,0.01196
711,0.00579,0.00434,0.00515,0.00436,0.00119,0.0094,0.01169
711.5,0.00597,0.00415,0.00515,0.0041,0.00139,0.00822,0.01101
712,0.00615,0.0038,0.00446,0.00397,0.00139,0.0076,0.01101
712.5,0.00629,0.0036,0.00391,0.00397,0.00158,0.00729,0.0109
713,0.00582,0.00351,0.00359,0.00358,0.00187,0.00755,0.0106
713.5,0.00556,0.00325,0.0033,0.00329,0.00165,0.00828,0.0106
714,0.00556,0.00335,0.00377,0.00303,0.00158,0.00859,0.01029
714.5,0.00573,0.00373,0.0042,0.00312,0.00129,0.00923,0.00978
715,0.0062,0.00409,0.00424,0.00361,9.37E-04,0.00974,0.00934
715.5,0.00667,0.00454,0.00424,0.00397,8.07E-04,0.00985,0.00923
716,0.00659,0.00466,0.00424,0.00416,7.43E-04,0.00999,0.00934
716.5,0.00629,0.00434,0.00388,0.00407,0.00119,0.00976,0.00968
717,0.0057,0.00415,0.00359,0.00371,0.00139,0.00901,0.00998
717.5,0.0052,0.00399,0.00341,0.00351,0.00132,0.00875,0.00981
718,0.00494,0.0037,0.00319,0.00322,0.0011,0.00836,0.0093
718.5,0.00476,0.00373,0.00304,0.00312,3.88E-04,0.00822,0.00869
719,0.00503,0.00386,0.00297,0.00283,0,0.00878,0.00811
719.5,0.00535,0.00434,0.00283,0.00286,4.52E-04,0.00957,0.00784
720,0.00553,0.00457,0.00232,0.00329,9.04E-04,0.01013,0.0076
720.5,0.00547,0.00437,0.00203,0.00351,0.00132,0.01021,0.0076
721,0.00547,0.00396,0.00159,0.0039,0.00178,0.01013,0.00743
721.5,0.00529,0.00325,0.0012,0.00371,0.00139,0.00976,0.00722
722,0.00506,0.00286,0.00141,0.00338,9.04E-04,0.00934,0.00702
722.5,0.00488,0.00306,0.00167,0.00312,0.00119,0.00912,0.00695
723,0.00462,0.00325,0.0021,0.00293,0.00113,0.00861,0.00722
723.5,0.00412,0.00322,0.00283,0.00277,0.00132,0.00786,0.00722
724,0.00391,0.00325,0.00337,0.00264,0.00187,0.00715,0.00722
724.5,0.004,0.00335,0.00381,0.00254,0.00184,0.0064,0.00705
725,0.00365,0.00286,0.00402,0.00237,0.00197,0.00584,0.00671
725.5,0.00376,0.00261,0.00362,0.00264,0.00213,0.00575,0.00661
726,0.00429,0.00261,0.00304,0.00306,0.00207,0.00614,0.00651
726.5,0.00426,0.00238,0.00265,0.00316,0.00184,0.00665,0.00634
727,0.00459,0.00257,0.00257,0.00322,0.00168,0.00699,0.00603
727.5,0.00479,0.00296,0.00257,0.00312,0.00187,0.00721,0.00555
728,0.0047,0.00312,0.00286,0.00264,0.00203,0.00696,0.00514
728.5,0.00476,0.00306,0.00265,0.00237,0.00223,0.00617,0.00487
729,0.00468,0.00325,0.00214,0.00234,0.00216,0.00494,0.00467
729.5,0.00441,0.00315,0.00214,0.00234,0.00158,0.00421,0.00467
730,0.00385,0.0028,0.00203,0.00247,9.37E-04,0.00398,0.00463
730.5,0.00359,0.00267,0.00232,0.00277,6.46E-04,0.00426,0.00487
731,0.00341,0.00241,0.00297,0.00244,6.46E-04,0.00527,0.00542
731.5,0.00309,0.00219,0.00297,0.00192,0.001,0.00598,0.00535
732,0.00288,0.00209,0.00304,0.00169,0.00158,0.00626,0.00508
732.5,0.00279,0.00219,0.00283,0.00117,0.00207,0.00626,0.00494
733,0.00282,0.00193,0.00232,0.00117,0.00233,0.00617,0.00484
733.5,0.00306,0.00203,0.0021,0.00143,0.00233,0.00586,0.00508
734,0.00344,0.00209,0.00203,0.00192,0.00203,0.00544,0.00572
734.5,0.00382,0.00209,0.00192,0.00244,0.00184,0.00525,0.00572
735,0.00368,0.00248,0.00203,0.00332,0.00168,0.00469,0.00555
735.5,0.00344,0.00293,0.00221,0.0041,0.00184,0.00412,0.00562
736,0.00315,0.00325,0.00232,0.0039,0.00213,0.00429,0.00535
736.5,0.00271,0.00322,0.00243,0.00361,0.00249,0.00463,0.00528
737,0.0025,0.00286,0.00225,0.00296,0.00252,0.00508,0.00528
737.5,0.00259,0.00251,0.00188,0.00208,0.00242,0.00553,0.00525
738,0.00265,0.00209,0.00159,0.0015,0.00233,0.00561,0.00497
738.5,0.00288,0.00174,0.00152,0.00127,0.00168,0.00553,0.00463
739,0.00265,0.00174,0.00152,0.00114,0.00139,0.00553,0.00416
739.5,0.00238,0.00164,0.00203,0.00117,0.00158,0.0055,0.00405
740,0.00206,0.00199,0.0021,0.0014,0.00184,0.00502,0.00426
740.5,0.00156,0.00293,0.00236,0.00117,0.00239,0.00443,0.00446
741,0.00179,0.00373,0.00286,8.46E-04,0.0031,0.00429,0.00467
741.5,0.00194,0.00409,0.00286,9.43E-04,0.00342,0.00463,0.00467
742,0.00203,0.00363,0.00304,0.00133,0.00342,0.00553,0.00463
742.5,0.00223,0.00331,0.00272,0.00169,0.00352,0.0064,0.00457
743,0.00256,0.00261,0.00225,0.00234,0.00352,0.00668,0.00453
743.5,0.00259,0.00232,0.00192,0.00237,0.003,0.0069,0.00405
744,0.00265,0.00241,0.00116,0.00244,0.00278,0.00687,0.00385
744.5,0.00297,0.00222,0.0012,0.00316,0.00239,0.0069,0.00375
745,0.00288,0.00212,0.0012,0.00329,0.00145,0.00696,0.00375
745.5,0.00288,0.00164,0.0012,0.00368,0.00123,0.00643,0.00378
746,0.00315,0.00119,0.00152,0.00371,0.00139,0.00584,0.00375
746.5,0.00279,8.36E-04,0.00138,0.00254,0.00119,0.00494,0.00354
747,0.0025,5.15E-04,9.42E-04,0.00202,0.00132,0.00387,0.00327
747.5,0.00247,5.15E-04,4.35E-04,0.00163,0.00132,0.00317,0.00327
748,0.00229,9.33E-04,7.25E-04,0.0014,7.43E-04,0.00292,0.00358
748.5,0.00212,0.00119,7.61E-04,0.00192,5.17E-04,0.00314,0.00399
749,0.00223,0.00164,9.42E-04,0.00228,3.55E-04,0.00362,0.00416
749.5,0.00212,0.00251,0.00149,0.00198,5.17E-04,0.00396,0.00436
750,0.00185,0.00296,0.00141,0.00163,0.00119,0.00396,0.00446
750.5,0.00197,0.00325,0.00141,0.00133,0.00203,0.00356,0.00429
751,0.00185,0.00325,0.00167,8.78E-04,0.00268,0.00258,0.00429
751.5,0.00165,0.00296,0.00152,0.00104,0.00278,0.00135,0.00429
752,0.00153,0.00267,0.00141,0.0015,0.00249,5.33E-04,0.00399
752.5,0.00153,0.00248,0.00152,0.00182,0.00213,4.77E-04,0.00405
753,0.00194,0.00267,0.00159,0.00221,0.00139,0.00154,0.00436
753.5,0.00212,0.00267,0.00178,0.00264,7.11E-04,0.00292,0.00467
754,0.00238,0.00296,0.0017,0.00293,4.52E-04,0.00365,0.00474
754.5,0.00247,0.00351,0.00178,0.00316,1.61E-04,0.00404,0.00416
755,0.00238,0.0036,0.00214,0.00361,9.37E-04,0.0037,0.00365
755.5,0.00215,0.00335,0.00214,0.00351,0.00139,0.00258,0.003
756,0.00188,0.00286,0.00214,0.00293,0.00155,0.00177,0.00269
756.5,0.00171,0.00193,0.00214,0.00254,0.00203,0.00101,0.00307
757,0.00112,0.00119,0.0017,0.00198,0.00165,5.61E-04,0.0033
757.5,0.00103,0.00116,0.00178,0.00182,0.00155,0.00126,0.00358
758,0.00103,0.00119,0.00192,0.00211,0.00168,0.00233,0.00405
758.5,7.06E-04,0.00158,0.0021,0.00198,0.00129,0.00331,0.00443
759,8.53E-04,0.00212,0.00236,0.00172,0.00132,0.00407,0.00453
759.5,0.00103,0.00222,0.00178,0.00143,0.00113,0.00429,0.00354
760,9.41E-04,0.00219,0.0017,0.0015,0.00113,0.00415,0.00279
760.5,1.00E-03,0.00164,0.00127,0.0015,0.00123,0.00426,0.00211
761,0.00109,0.00125,9.42E-04,0.00143,0.00149,0.00469,0.00191
761.5,0.00103,0.00148,0.00159,0.0014,0.00158,0.00516,0.0029
762,9.41E-04,0.00148,0.00167,0.00107,0.00123,0.0057,0.00354
762.5,1.00E-03,0.00193,0.00178,0.0014,0.001,0.00578,0.00426
763,0.00103,0.00228,0.0021,0.00163,6.46E-04,0.00544,0.00467
763.5,1.00E-03,0.00257,0.00221,0.00182,7.43E-04,0.00485,0.00453
764,0.00112,0.00286,0.0017,0.00192,8.07E-04,0.00382,0.00385
764.5,0.00156,0.00296,0.0012,0.00189,8.40E-04,0.00289,0.00286
765,0.00179,0.00296,6.52E-04,0.00169,7.43E-04,0.00253,0.00218
765.5,0.00215,0.00248,4.35E-04,0.00182,5.49E-04,0.00314,0.00211
766,0.0025,0.00209,8.33E-04,0.00211,3.55E-04,0.00421,0.00239
766.5,0.00247,0.00212,0.00181,0.00202,1.61E-04,0.00519,0.0029
767,0.00203,0.00183,0.00243,0.00244,6.46E-05,0.0057,0.0033
767.5,0.00147,0.00174,0.00257,0.00267,1.94E-04,0.00516,0.00378
768,0.00103,0.00212,0.00308,0.00264,5.17E-04,0.00438,0.00385
768.5,8.82E-04,0.00199,0.00283,0.00264,7.11E-04,0.00382,0.00365
769,0.00121,0.00209,0.00243,0.00234,0.001,0.00348,0.00344
769.5,0.00173,0.00187,0.00188,0.00208,0.00113,0.00348,0.00279
770,0.00206,0.00135,8.70E-04,0.00192,0.00119,0.00331,0.00249
770.5,0.00203,9.33E-04,3.62E-04,0.00208,0.00119,0.00317,0.00276
771,0.00215,6.43E-04,2.54E-04,0.00237,0.00123,0.00292,0.00279
771.5,0.00194,7.40E-04,5.44E-04,0.00244,0.00119,0.00267,0.0032
772,0.00162,9.33E-04,8.33E-04,0.00257,0.00149,0.00289,0.00348
772.5,0.00153,0.00138,8.70E-04,0.00264,0.00168,0.00297,0.0031
773,0.00126,0.00209,8.70E-04,0.00247,0.00187,0.003,0.00276
773.5,0.00103,0.00228,7.25E-04,0.00234,0.00213,0.00289,0.00286
774,1.00E-03,0.00219,7.25E-04,0.00228,0.00168,0.00253,0.00269
774.5,8.53E-04,0.00193,5.44E-04,0.00218,0.00197,0.0021,0.00239
775,7.94E-04,0.00164,6.16E-04,0.00202,0.00197,0.00194,0.00228
775.5,7.64E-04,0.00135,7.25E-04,0.00192,0.00158,0.00168,0.0014
776,8.53E-04,9.33E-04,8.70E-04,0.00153,0.00129,0.00168,0.00119
776.5,0.00112,6.11E-04,0.00149,0.00159,6.46E-04,0.00199,0.0016
777,0.00109,0,0.00221,0.00163,1.61E-04,0.00233,0.00208
777.5,1.00E-03,6.43E-05,0.00246,0.00153,5.17E-04,0.003,0.00245
778,1.00E-03,9.33E-04,0.00246,0.00172,0.0011,0.00317,0.00296
778.5,7.64E-04,0.00138,0.00236,0.00153,0.00165,0.00314,0.00279
779,7.06E-04,0.00251,0.00199,0.00107,0.00226,0.00292,0.00228
779.5,0.00112,0.00293,0.00203,9.43E-04,0.00223,0.00227,0.00218
780,0.00144,0.00277,0.00243,5.53E-04,0.00213,0.00182,0.00181
780.5,0.00135,0.00296,0.00232,1.95E-04,0.00197,0.00137,0.0015
781,0.00165,0.00251,0.00203,3.25E-04,0.00145,0.00109,0.00157
781.5,0.00173,0.00222,0.00214,6.83E-04,0.001,0.00126,0.00157
782,0.00147,0.00183,0.00232,9.76E-04,5.49E-04,0.00182,0.00109
782.5,0.00179,0.00148,0.00246,0.00107,3.55E-04,0.00219,0.00102
783,0.00147,0.00135,0.00232,0.00117,2.58E-04,0.00241,9.20E-04
783.5,0.00118,0.00135,0.00178,9.76E-04,6.14E-04,0.00224,5.79E-04
784,0.00135,0.00158,8.33E-04,4.55E-04,0.001,0.00154,6.81E-04
784.5,0.00138,0.00187,1.45E-04,3.90E-04,0.0011,7.86E-04,0.00109
785,0.00153,0.00199,0,2.93E-04,0.00168,2.81E-04,0.00109
785.5,0.00162,0.00167,2.54E-04,0,0.00203,0,0.0016
786,0.00129,0.00138,3.62E-04,9.76E-05,0.00216,1.96E-04,0.00191
786.5,9.41E-04,0.00116,7.25E-04,1.30E-04,0.00262,8.98E-04,0.00187
787,7.06E-04,0.00109,0.00105,2.28E-04,0.00262,0.00137,0.00228
787.5,7.06E-04,0.00125,0.00116,6.51E-04,0.00213,0.00216,0.00249
788,7.94E-04,0.00129,0.00167,9.43E-04,0.00197,0.00275,0.00259
788.5,8.82E-04,0.00154,0.0017,9.43E-04,0.00178,0.003,0.00239
789,0.00103,0.00177,0.00149,6.83E-04,0.00145,0.00292,0.00198
789.5,0.00112,0.00187,0.00127,4.88E-04,0.00113,0.00224,0.00109
790,0.00153,0.00241,8.70E-04,9.43E-04,0.00129,0.00137,5.79E-04
790.5,0.00188,0.00222,6.52E-04,0.00117,0.00103,6.45E-04,3.07E-04
791,0.00179,0.00199,8.70E-04,0.00127,9.04E-04,7.01E-04,0
791.5,0.00197,0.00209,9.78E-04,0.00172,0.001,0.00118,1.02E-04
792,0.00171,0.00174,0.0012,0.00153,3.55E-04,0.00185,3.41E-04
792.5,1.00E-03,0.00148,0.00152,0.00169,1.94E-04,0.0025,4.77E-04
793,7.64E-04,0.00129,0.00138,0.00198,1.61E-04,0.00227,9.20E-04
793.5,5.00E-04,0.00119,0.0013,0.00163,3.55E-04,0.00185,0.0015
794,0,9.97E-04,8.33E-04,0.00114,6.14E-04,0.00168,0.00133
794.5,6.17E-04,0.00119,2.54E-04,6.51E-04,8.40E-04,0.00177,0.00129
795,0.00109,0.00148,3.62E-05,4.88E-04,6.46E-04,0.00208,0.00123
795.5,1.00E-03,0.00167,2.54E-04,6.51E-04,5.17E-04,0.00244,9.20E-04
796,0.00121,0.00177,7.25E-04,8.46E-04,3.88E-04,0.00241,7.84E-04
796.5,0.00118,0.00232,0.00127,0.00114,5.17E-04,0.00163,0.00109
797,9.41E-04,0.00232,0.00181,0.00133,0.001,0.00152,0.00112
797.5,0.00121,0.00219,0.00152,0.00114,0.0011,0.00168,0.00147
798,0.00171,0.00238,0.00152,8.78E-04,0.00139,0.00199,0.00187
798.5,0.00179,0.00183,0.00127,7.48E-04,0.00119,0.00283,0.00232
799,0.00194,0.00145,9.42E-04,4.88E-04,0.0011,0.00297,0.00286
799.5,0.00206,0.00116,0.00116,7.81E-04,0.00158,0.00292,0.00327
800,0.00194,8.04E-04,0.00141,0.00124,0.00178,0.00297,0.00378
